"id","movie_name","year","topics","writer","director","actors","official_site","movie_making_zone","IMDb","movie_rate","votes"
"1292062",美国丽人 American Beauty,"1999","剧情,爱情,家庭",艾伦·鲍尔,"萨,姆,·,门,德,斯","凯文·史派西,安妮特·贝宁,索拉·伯奇,韦斯·本特利,米娜·苏瓦丽,彼得·盖勒,艾莉森·珍妮,克里斯·库珀,斯科特·巴库拉,山姆·洛巴兹,巴里·德尔·舍曼,阿若·希利,约翰·赵,肯特·法尔考,希瑟·乔伊·谢尔,切尔西·赫特福德,安贝尔·史密斯,乔尔·麦克拉里,玛丽莎·贾里特·威诺克,丹尼斯·安德森",, 美国, tt0169547,8.5,306946.0
"2353023",驯龙高手 How to Train Your Dragon,"2010","动画,奇幻,冒险",威廉姆·戴维斯,"迪,恩,·,德,布,洛,斯","杰伊·巴鲁切尔,杰拉德·巴特勒,克雷格·费格森,亚美莉卡·费雷拉,乔纳·希尔,克里斯托夫·梅兹-普莱瑟,T·J·米勒,克里斯汀·韦格,罗宾·阿特金·唐斯,菲利普·麦格雷德,基隆·埃利奥特,阿什利·詹森,大卫·田纳特",, 美国, tt0892769,8.7,679288.0
"1297052",侧耳倾听 耳をすませば,"1995","剧情,爱情,动画",宫崎骏,"近,藤,喜,文","本名阳子,小林桂树,高山南,高桥一生,山下容莉枝,室井滋,露口茂,饭冢雅弓",, 日本, tt0113824,8.9,410697.0
"3789848",怪兽大学 Monsters University,"2013","喜剧,动画,冒险",罗伯特·L·贝尔德,"丹,·,斯,坎,隆","比利·克里斯托,约翰·古德曼,史蒂夫·布西密,海伦·米伦,彼得·孙,乔尔·默里,西恩·海耶斯,大卫·弗利,查理·戴,阿尔弗雷德·莫里纳,泰勒·莱伯恩,内森·菲利安,奥布瑞·普拉扎,贝丝·比厄,鲍比·莫尼汉,朱丽亚·斯维尼",, 美国, tt1453405,8.3,332605.0
"1793491",美食总动员 Ratatouille,"2007","喜剧,动画,奇幻",布拉德·伯德,"布,拉,德,·,伯,德","帕顿·奥斯瓦尔特,伊安·霍姆,卢·罗曼诺,布莱恩·丹内利,彼得·孙,彼得·奥图尔,布拉德·加内特,詹妮安·加罗法洛,威尔·阿奈特,詹姆斯·瑞马尔,约翰·拉岑贝格,泰迪·牛顿,托尼·弗希勒,杰克·斯坦菲尔德,布拉德·伯德,林赛·柯林斯,布拉德·刘易斯,洛丽·理查德森,迈克·吉亚奇诺",, 美国, tt0382932,8.5,326558.0
"3908423",夏日大作战 サマーウォーズ,"2009","喜剧,科幻,动画,家庭,冒险",奥寺佐渡子,"细,田,守","神木隆之介,樱庭奈奈美,富司纯子,谷村美月,斋藤步,横川贵大,信泽三惠子,谷川清美,桐本拓哉,佐佐木睦,玉川纱己子,永井一郎,山像香,小林隆,田村高美,清水优,中村正,田中要次,金沢映子,中村桥弥,高久千草,板仓光隆,仲里依纱,安达直人,诸星堇,今井悠贵,太田力斗,皆川阳菜乃",, 日本, tt1474276,8.6,167032.0
"1418200",傲慢与偏见 Pride & Prejudice,"2005","剧情,爱情",简·奥斯汀,"乔,·,赖,特","凯拉·奈特莉,马修·麦克费登,唐纳德·萨瑟兰,布兰达·布莱斯,凯瑞·穆里根,裴淳华,吉娜·马隆,妲露拉·莱莉,朱迪·丹奇,西蒙·伍兹,克劳迪·布莱克利,汤姆·霍兰德,鲁伯特·弗兰德,凯利·蕾莉,皮普·托伦斯,西妮德·马修斯,佩内洛普·威尔顿,塔姆金·莫钦特",, 法国 / 英国 / 美国, tt0414387,8.7,702879.0
"1485260",本杰明·巴顿奇事 The Curious Case of Benjamin Button,"2008","剧情,爱情,奇幻",艾瑞克·罗斯,"大,卫,·,芬,奇","凯特·布兰切特,布拉德·皮特,朱莉娅·奥蒙德,芳妮·A·钱勃丝,伊莱亚斯·科泰斯,杰森·弗莱明,大卫·詹森,蒂尔达·斯文顿,艾丽·范宁,乔安娜·塞勒,乔什·斯图沃特,丹尼·文森,塔拉吉·P·汉森,马赫沙拉·阿里,菲奥娜·黑尔,唐娜·杜普兰提尔,兰斯·E·尼克尔斯,特德·曼森,克莱·卡伦,菲利斯·萨莫维尔,杰瑞德·哈里斯,麦迪逊·贝蒂,汤姆·埃沃雷特,克里斯托弗·马克斯韦尔,伊利亚·沃里克",, 美国, tt0421715,9.0,880598.0
"1309004",孔雀,"2005","剧情,家庭",李樯,"顾,长,卫","张静初,冯瓅,吕聿来,黄梅莹,刘冠成,安静,于小伟",, 中国大陆, tt0445506,8.1,120642.0
"1296834",彼岸花,"1958","剧情,家庭",野田高梧,"小,津,安,二,郎","佐分利信,田中绢代,山本富士子,久我美子,有马稻子,笠智众,北龙二",, 日本, tt0051720,8.3,6394.0
"1297223",鹿鼎记 鹿鼎記,"1992","喜剧,动作,武侠,古装",王晶,"王,晶","周星驰,吴孟达,张敏,吴君如,邱淑贞,刘松仁,陈百祥,袁洁莹,温兆伦,徐锦江,陈德容",, 中国香港, tt0104770,8.3,298073.0
"1298704",早春,"1956","剧情,家庭",野田高梧,"小,津,安,二,郎","淡岛千景,池部良,高桥贞二,岸惠子,笠智众,杉村春子",, 日本, tt0049784,8.1,3245.0
"1297192",致命ID Identity,"2003","剧情,悬疑,惊悚",迈克尔·库尼,"詹,姆,斯,·,曼,高,德","约翰·库萨克,雷·利奥塔,阿曼达·皮特,约翰·浩克斯,阿尔弗雷德·莫里纳,克里·杜瓦尔,约翰·C·麦金雷,威廉姆·李·斯科特,杰克·布塞,普路特·泰勒·文斯,瑞贝卡·德·莫妮,卡门·阿尔根齐亚诺,马绍尔·贝尔,莱拉·肯泽尔,马特·莱斯切尔,布莱特·罗尔,霍尔姆斯·奥斯本,弗雷德里克·科芬,乔·哈特,迈克尔·赫希,泰伦斯·伯尼·海恩斯",, 美国, tt0309698,8.8,723335.0
"1292223",七宗罪 Se7en,"1995","剧情,悬疑,惊悚,犯罪",安德鲁·凯文·沃克,"大,卫,·,芬,奇","摩根·弗里曼,布拉德·皮特,凯文·史派西,格温妮斯·帕特洛,安德鲁·凯文·沃克,约翰·卡西尼,雷格·E·凯蒂,李·厄米",, 美国, tt0114369,8.8,855836.0
"24750126",荒蛮故事 Relatos salvajes,"2014","剧情,喜剧,犯罪",达米安·斯兹弗隆,"达,米,安,·,斯,兹,弗,隆","达里奥·格兰迪内蒂,玛丽娅·玛努尔,莫妮卡·比利亚,丽塔·科尔泰塞,胡丽叶塔·泽尔贝伯格,凯撒·博尔东,莱昂纳多·斯巴拉格利亚,沃尔特·多纳多,里卡多·达林,南希·杜普拉,奥斯卡·马丁内兹,玛莉亚·奥内托,奥斯马·努涅斯,赫尔曼·德·席尔瓦,艾丽卡·里瓦斯,地亚哥·詹蒂莱,玛格丽塔·莫菲诺",, 阿根廷 / 西班牙, tt3011894,8.8,392754.0
"1306183",茶泡饭之味 お茶漬の味,"1952","剧情,家庭",野田高梧,"小,津,安,二,郎","木暮实千代,鹤田浩二,佐分利信,淡岛千景,笠智众",, 日本, tt0044982,8.1,5602.0
"1291841",教父 The Godfather,"1972","剧情,犯罪",马里奥·普佐,"弗,朗,西,斯,·,福,特,·,科,波,拉","马龙·白兰度,阿尔·帕西诺,詹姆斯·肯恩,理查德·卡斯特尔诺,罗伯特·杜瓦尔,斯特林·海登,约翰·马利,理查德·康特,艾尔·勒提埃里,黛安·基顿,阿贝·维高达,塔莉娅·夏尔,吉亚尼·罗素,约翰·凯泽尔,鲁迪·邦德,兰尼·蒙大拿",, 美国, tt0068646,9.3,849128.0
"26647117",暴裂无声,"2017","剧情,悬疑,犯罪",忻钰坤,"忻,钰,坤","宋洋,姜武,袁文康,谭卓,王梓尘,安琥,伊天锴",, 中国大陆, tt6389316,8.2,441364.0
"33432655",困在时间里的父亲 The Father,"2020",剧情,克里斯托弗·汉普顿,"佛,罗,莱,恩,·,泽,勒","安东尼·霍普金斯,奥利维娅·科尔曼,马克·加蒂斯,奥莉维亚·威廉姆斯,伊莫琴·普茨,卢夫斯·塞维尔,阿耶莎·达尔克,罗曼·泽勒,雷·伯内特,阿德南·昆迪,斯科特·穆林斯,布赖恩·罗杰,艾薇·维",, 英国 / 法国, tt10272386,8.6,210152.0
"1292401",真爱至上 Love Actually,"2003","剧情,喜剧,爱情",理查德·柯蒂斯,"理,查,德,·,柯,蒂,斯","休·格兰特,科林·费尔斯,艾玛·汤普森,凯拉·奈特莉,连姆·尼森,托马斯·布罗迪-桑斯特,比尔·奈伊,马丁·弗瑞曼,劳拉·琳妮,艾伦·瑞克曼,克里斯·马歇尔,罗德里戈·桑托罗,罗温·艾金森,比利·鲍伯·松顿,玛汀·麦古基安,安德鲁·林肯,露西娅·莫尼斯,海克·玛卡琪",, 英国 / 美国 / 法国, tt0314331,8.6,659733.0
"26325320",血战钢锯岭 Hacksaw Ridge,"2016","剧情,传记,历史,战争",安德鲁·奈特,"梅,尔,·,吉,布,森","安德鲁·加菲尔德,萨姆·沃辛顿,文斯·沃恩,雨果·维文,卢克·布雷西,泰莉莎·帕尔墨,瑞切尔·格里菲斯,内森奈尔·布佐里克,理查德·劳斯伯格,马特·纳夫莱,费拉斯·迪拉尼,瑞安·柯尔,卢克·佩格勒",, 澳大利亚 / 美国, tt2119532,8.7,710691.0
"26607693",敦刻尔克 Dunkirk,"2017","剧情,历史,战争",克里斯托弗·诺兰,"克,里,斯,托,弗,·,诺,兰","菲恩·怀特海德,汤姆·格林-卡尼,杰克·劳登,哈里·斯泰尔斯,阿奈林·巴纳德,汤姆·哈迪,马克·里朗斯,巴里·基奥恩,基里安·墨菲,詹姆斯·达西,肯尼思·布拉纳,李·阿姆斯特朗,詹姆斯·布鲁尔,达米安·勃纳尔,布莱恩·威纳尔,哈利·理查森,艾略特·提特恩索,凯文·格思里,巴比·洛克伍德,米歇尔·贝尔,比利·豪尔,迈克尔·凯恩,约翰·诺兰,米兰达·诺兰",, 英国 / 法国 / 美国 / 荷兰, tt5013056,8.4,644734.0
"2334904",禁闭岛 Shutter Island,"2010","剧情,悬疑,惊悚",莱塔·卡罗格里迪斯,"马,丁,·,斯,科,塞,斯","莱昂纳多·迪卡普里奥,马克·鲁弗洛,本·金斯利,马克斯·冯·叙多夫,米歇尔·威廉姆斯,艾米莉·莫迪默,派翠西娅·克拉克森,杰基·厄尔·哈利,泰德·拉文,约翰·卡洛·林奇,伊莱亚斯·科泰斯,罗宾·巴特利特,克里斯托弗·邓汉,约瑟夫·斯科拉",, 美国, tt1130884,8.8,858563.0
"1325958",蒂凡尼的早餐 Breakfast at Tiffany's,"1961","剧情,喜剧,爱情",杜鲁门·卡波特,"布,莱,克,·,爱,德,华,兹","奥黛丽·赫本,乔治·佩帕德,帕德里夏·妮尔,巴迪·艾布森,马丁·鲍尔萨姆,约瑟·路易斯·德·维拉龙卡,约翰·麦盖沃,多萝西·惠特尼,斯坦利·亚当斯,埃尔维亚·奥尔曼,艾伦·里德,克劳德·斯特劳德,米基·鲁尼",, 美国, tt0054698,8.1,216742.0
"1291822",卢旺达饭店 Hotel Rwanda,"2004","剧情,传记,历史,战争",凯尔·皮尔森,"特,瑞,·,乔,治","唐·钱德尔,苏菲·奥康内多,华金·菲尼克斯,尼克·诺特,哈基姆·凯-卡西姆,托尼·戈罗奇,法纳·莫科纳,大卫·奥哈拉,莫苏西·麦格诺,西莫·莫加瓦扎,卡拉·西摩,罗伯托·西特兰,德斯蒙德·杜布,蕾乐蒂·库马洛",, 英国 / 南非 / 意大利 / 美国, tt0395169,8.9,288931.0
"1308817",两小无猜 Jeux d'enfants,"2003","剧情,喜剧,爱情",杨·塞谬尔,"杨,·,塞,谬,尔","吉约姆·卡内,玛丽昂·歌迪亚,蒂博·费尔哈格,约瑟芬·勒巴-乔利,艾曼妞·格伦沃尔德,杰拉德·沃特金斯,吉尔·勒卢什,朱莉娅·福雷,Laëtizia Venezia Tarnowska,艾乐蒂·纳瓦,纳塔莉·纳捷,Robert Willar,Frédéric Geerts,Manuela Sanchez,Philippe Drecq",, 法国 / 比利时, tt0364517,7.9,434096.0
"1388216",撞车 Crash,"2004","剧情,犯罪",保罗·哈吉斯,"保,罗,·,哈,吉,斯","桑德拉·布洛克,唐·钱德尔,马特·狄龙,布兰登·费舍,泰伦斯·霍华德,坦迪·牛顿,卢达·克里斯,迈克尔·佩纳,詹妮弗·艾斯波西多,瑞恩·菲利普",, 美国 / 德国 / 澳大利亚, tt0375679,8.6,279668.0
"26657126",不成问题的问题,"2016",剧情,梅峰,"梅,峰","范伟,殷桃,张超,史依弘,王一鸣,王梓桐,蒋中炜,冯满天,梁霆炜,王侃伟,俞颖",, 中国大陆 / 法国, tt6128782,8.1,95022.0
"1291588",岁月的童话 おもひでぽろぽろ,"1991","剧情,爱情,动画",高畑勋,"高,畑,勋","今井美树,柳叶敏郎,本名阳子,高桥一生,饭冢雅弓,近藤芳正,北川智绘",, 日本, tt0102587,8.6,126538.0
"4824512",驯龙高手2 How to Train Your Dragon 2,"2014","动画,奇幻,冒险",迪恩·德布洛斯,"迪,恩,·,德,布,洛,斯","杰伊·巴鲁切尔,凯特·布兰切特,杰拉德·巴特勒,克雷格·费格森,亚美莉卡·费雷拉,乔纳·希尔,克里斯托夫·梅兹-普莱瑟,T·J·米勒,克里斯汀·韦格,杰曼·翰苏,基特·哈灵顿,基隆·埃利奥特,菲利普·麦格雷德,安德鲁·埃布尔森,吉迪恩·埃默里,西蒙·卡斯安德斯,兰迪·汤姆",, 美国, tt1646971,8.1,271347.0
"1291586",海底总动员 Finding Nemo,"2003","喜剧,动画,冒险",安德鲁·斯坦顿,"安,德,鲁,·,斯,坦,顿","艾伯特·布鲁克斯,艾伦·德杰尼勒斯,亚历山大·古尔德,威廉·达福,布拉德·加内特,艾莉森·珍妮,奥斯汀·潘德尔顿,斯蒂芬·鲁特,薇姬·刘易斯,乔·兰福特,杰弗里·拉什,安德鲁·斯坦顿,伊丽莎白·帕金斯,Nicholas Bird,鲍勃·彼德森,巴瑞·哈姆弗莱斯,艾瑞克·巴纳,布鲁斯·斯宾斯,比尔·亨特,Jordan Ranft,埃丽卡·贝克,埃里克·佩尔·沙利文,约翰·拉岑贝格",, 美国 / 澳大利亚, tt0266543,8.4,350204.0
"1297756",白雪公主和七个小矮人 Snow White and the Seven Dwarfs,"1937","爱情,动画,歌舞,家庭,奇幻",特德·西尔斯,"戴,维,·,汉,德","阿德里亚娜·卡塞洛蒂,罗伊·阿特威尔,Stuart Buchanan,Hall Johnson Choir",, 美国, tt0029583,8.4,107854.0
"1303907",百变狸猫 平成狸合戦ぽんぽこ,"1994","剧情,喜剧,动画,奇幻",高畑勋,"高,畑,勋","古今亭朝太時代,三木纪平,清川虹子,野野村真,石田百合子,泉谷茂,芦屋雁之助,村田雄浩",, 日本, tt0110008,8.5,85366.0
"1307394",千年女优 千年女優,"2001","剧情,爱情,动画",今敏,"今,敏","庄司美代子,小山茉美,折笠富美子,饭塚昭三,小野坂昌也,津田匠子,铃置洋孝,京田尚子,德丸完,片冈富枝,石森达幸,佐藤政道,小形满,麻生智久,游佐浩二,肥后诚,坂口候一,志村知幸,木村亚希子,佐伯志,野岛裕史,浅野琉璃,大中宽子,园部好德,大黑优美子,山寺宏一,津嘉山正种",, 日本, tt0291350,8.8,217765.0
"3178770",马达加斯加3 Madagascar 3: Europe's Most Wanted,"2012","喜剧,动画,冒险",诺亚·鲍姆巴赫,"康,拉,德,·,弗,农","本·斯蒂勒,克里斯·洛克,大卫·休默,贾达·萍克·史密斯,萨莎·拜伦·科恩,弗兰西斯·麦克多蒙德,杰西卡·查斯坦",, 美国, tt1277953,8.2,164170.0
"1292270",梦之安魂曲 Requiem for a Dream,"2000",剧情,小胡伯特·塞尔比,"达,伦,·,阿,伦,诺,夫,斯,基","艾伦·伯斯汀,杰瑞德·莱托,詹妮弗·康纳利,马龙·韦恩斯,克里斯托弗·麦克唐纳,露易丝·拉塞尔,玛西娅·让·库尔茨,珍妮特·萨诺,苏珊妮·谢泼德,夏洛特·阿罗诺夫斯基,马克·马戈利斯,迈克尔·卡切克,杰克·奥康耐,斯科特·富兰克林,亚伯拉罕·阿罗诺夫斯基,欧嘉·梅雷迪斯,本·申克曼,凯斯·大卫,迪伦·贝克,肖恩·奥哈根,比尔·布尔,吉米·雷·威克斯,斯坦利·B·赫尔曼",, 美国, tt0180093,8.8,181008.0
"1299661",苏州河,"2000","剧情,爱情",娄烨,"娄,烨","周迅,贾宏声,华仲凯,姚安濂,耐安",, 中国大陆 / 德国, tt0234837,8.2,190627.0
"1780330",致命魔术 The Prestige,"2006","剧情,悬疑,惊悚",乔纳森·诺兰,"克,里,斯,托,弗,·,诺,兰","休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩,丽贝卡·豪尔,斯嘉丽·约翰逊,大卫·鲍伊,安迪·瑟金斯,派珀·佩拉博,萨曼塔·马霍林,丹尼尔·戴维斯,吉姆·皮多克,克里斯托弗·尼姆,马克·瑞安,罗杰·里斯,杰米·哈里斯,罗恩·帕金斯,瑞奇·杰,安东尼·德·马克,冀朝理",, 英国 / 美国, tt0482571,8.9,767370.0
"1322851",青红,"2005",剧情,王小帅,"王,小,帅","高圆圆,李滨,姚安濂,秦昊,王雪洋,汤杨,王小凡,戴文燕,林源,孙庆昌,尤芳明",, 中国大陆, tt0456658,7.1,49207.0
"1300566",赌侠 賭俠,"1990","剧情,喜剧",王晶,"王,晶","刘德华,周星驰,向华强,张敏,吴孟达,陈法蓉,柯受良,单立文,成奎安",, 中国香港, tt0101763,7.8,180123.0
"1292000",搏击俱乐部 Fight Club,"1999","剧情,动作,悬疑,惊悚",恰克·帕拉尼克,"大,卫,·,芬,奇","爱德华·诺顿,布拉德·皮特,海伦娜·伯翰·卡特,扎克·格雷尼尔,米特·洛夫,杰瑞德·莱托,艾恩·贝利,里奇蒙德·阿奎特,乔治·马奎尔",, 美国 / 德国 / 意大利, tt0137523,9.0,759455.0
"24875534",十二公民,"2014",剧情,李玉娇,"徐,昂","何冰,韩童生,钱波,赵龙豪,米铁增,高冬平,张永强,李光复,王刚,班赞,刘一辉,雷佳",, 中国大陆, tt3431598,8.4,328593.0
"1292343",蝴蝶效应 The Butterfly Effect,"2004","剧情,科幻,悬疑,惊悚",J·麦基·格鲁伯,"埃,里,克,·,布,雷,斯","阿什顿·库彻,梅洛拉·沃尔特斯,艾米·斯马特,埃尔登·汉森,威廉姆·李·斯科特,约翰·帕特里克·阿梅多利,艾琳·戈洛瓦娅,凯文·G·施密特,杰西·詹姆斯,罗根·勒曼,莎拉·威多斯,杰克·凯斯,卡梅隆·布莱特,埃里克·斯托尔兹,考乐姆·吉斯·雷尼,凯文·杜兰",, 美国 / 加拿大, tt0289879,8.8,835722.0
"1299466",宗方姐妹 宗方姉妹,"1950",剧情,小津安二郎,"小,津,安,二,郎","田中绢代,高峰秀子,笠智众 Chishû Ryû,上原谦",, 日本, tt0042762,7.8,1497.0
"24719063",烈日灼心,"2015","剧情,悬疑,犯罪",曹保平,"曹,保,平","邓超,段奕宏,郭涛,王珞丹,吕颂贤,高虎,白柳汐,杜志国",, 中国大陆, tt4079152,8.2,566642.0
"1292214",非常嫌疑犯 The Usual Suspects,"1995","悬疑,惊悚,犯罪",克里斯托弗·麦奎里,"布,莱,恩,·,辛,格","史蒂芬·鲍德温,加布里埃尔·伯恩,本尼西奥·德尔·托罗,凯文·波拉克,凯文·史派西,查兹·帕尔明特瑞,皮特·波斯尔思韦特,苏茜·爱米斯,吉安卡罗·埃斯波西托,丹·哈达亚,保罗·巴特尔,卡尔·布瑞斯勒,菲力浦·西蒙,杰克·希勒,克里斯汀·艾斯布鲁克",, 德国 / 美国, tt0114814,8.6,232399.0
"2161696",他其实没那么喜欢你 He's Just Not That Into You,"2009","剧情,喜剧,爱情",艾比·科恩,"肯,·,卡,皮,斯","詹妮弗·安妮斯顿,本·阿弗莱克,詹妮弗·康纳利,布莱德利·库珀,斯嘉丽·约翰逊,凯文·康诺利,德鲁·巴里摩尔,贾斯汀·朗,金妮弗·古德温,摩根·莉莉",, 美国 / 德国 / 荷兰, tt1001508,7.8,409342.0
"1292217",穆赫兰道 Mulholland Dr.,"2001","剧情,悬疑,惊悚",大卫·林奇,"大,卫,·,林,奇","娜奥米·沃茨,劳拉·哈灵,安·米勒,贾斯汀·塞洛克斯,斯科特·科菲,梅利莎·乔治,布兰特·布里斯科,罗伯特·福斯特,凯瑟琳·汤,李·格兰特,比利·雷·赛勒斯,查德·艾微特,丽塔·塔格特,詹姆斯·凯伦,洛里·海瑞,安哲罗·巴达拉曼提,迈克尔·德·巴雷斯,马库斯·格雷厄姆,丹·哈达亚,马克·佩雷格里诺,蒙蒂·蒙哥马利,迈克尔·J·安德森",, 法国 / 美国, tt0166924,8.4,396672.0
"3078609",爱情与灵药 Love & Other Drugs,"2010","剧情,喜剧,爱情",查尔斯·伦道夫,"爱,德,华,·,兹,威,克","安妮·海瑟薇,杰克·吉伦哈尔,朱迪·格雷尔,汉克·阿扎利亚,乔什·加德,奥利弗·普莱特,盖布瑞·马赫特,乔治·席格,吉尔·克雷伯格,凯特·詹宁斯·格兰特,凯瑟琳·温妮克",, 美国, tt0758752,7.2,195325.0
"1968790",福音战士新剧场版：序 ヱヴァンゲリヲン新劇場版：序,"2007","剧情,科幻,动画",庵野秀明,"庵,野,秀,明","绪方惠美,林原惠美,三石琴乃,山口由里子,石田彰,立木文彦,清川元梦,长泽美树,子安武人,优希比吕,关智一,岩永哲哉,岩男润子,麦人,西村知道,宇垣秀成,中博史,丸山咏二,大原沙耶香,永野广一,夏树莉绪,野田顺子,平松晶子,真殿光昭,村井每早,柳泽荣治,柳泽真由美,山岸功,山崎和佳奈,梁田清之,三木俊一郎,轰木一骑,村松京子,佐藤道广,山崎刚",, 日本, tt0923811,9.1,65542.0
"25983044",比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,"2016","剧情,战争",让-克里斯托弗·卡斯特里,"李,安","乔·阿尔文,加内特·赫德兰,克里斯汀·斯图尔特,范·迪塞尔,李淳,麦肯兹·利,史蒂夫·马丁,克里斯·塔克,本·普拉特,阿图罗·卡斯特罗,亚斯特罗,博·纳普,伊斯梅尔·克鲁斯·科尔多瓦,巴尼·哈里斯,布鲁斯·麦金农,迪尔德丽·罗夫乔,劳拉·兰迪,艾伦·丹尼尔,兰迪·冈萨雷斯,蒂姆·布雷克·尼尔森",, 美国 / 英国 / 中国大陆, tt2513074,8.3,363333.0
"30466931",波斯语课 Persischstunden,"2020",剧情,伊尔佳·佐芬,"瓦,迪,姆,·,佩,尔,曼","纳威尔·佩雷兹·毕斯卡亚特,拉斯·艾丁格,约纳斯·奈伊,大卫·舒特,亚历山大·拜尔,安德里亚斯·霍佛尔,莉奥妮·贝尼希,朱塞佩·希拉奇,安托尼·查隆,菲利克斯·冯·布雷多,帕斯卡尔·艾尔索,马库斯·卡尔文",, 俄罗斯 / 德国 / 白俄罗斯, tt9738784,8.1,280891.0
"1419936",战争之王 Lord of War,"2005","剧情,犯罪",安德鲁·尼科尔,"安,德,鲁,·,尼,科,尔","尼古拉斯·凯奇,布丽姬·穆娜,杰瑞德·莱托,伊安·霍姆,伊桑·霍克,埃夫吉恩尼·拉扎雷夫,伊默恩·沃克,塔尼特·菲尼克斯",, 法国 / 德国 / 美国, tt0399295,8.7,323408.0
"1291990",爱在日落黄昏时 Before Sunset,"2004","剧情,爱情",理查德·林克莱特,"理,查,德,·,林,克,莱,特","伊桑·霍克,朱莉·德尔佩,弗农·多布切夫,路易丝·勒莫瓦纳·托雷斯,罗多尔·保利,玛丽安·普莱施泰格,迪亚博洛,丹尼·弗拉,艾伯特·德尔佩,玛丽·佩里",, 美国 / 法国, tt0381681,8.9,480048.0
"1434269",黑炮事件,"1986","剧情,喜剧",李唯,"黄,建,新","刘子枫,盖尔哈德·奥尔谢夫斯基,高明,杨亚洲,汪漪,杨凤良,王北龙,赵秀玲,戈辉,谢炜",, 中国大陆, tt0091190,8.6,24644.0
"1417728",我的邻居山田君 ホーホケキョとなりの山田くん,"1999","喜剧,动画,家庭",高畑勋,"高,畑,勋","朝丘雪路,益冈彻,荒木雅子,五十畑迅人,矢野显子",, 日本, tt0206013,8.8,49512.0
"11443314",里约大冒险2 Rio 2,"2014","喜剧,动画,冒险",唐·莱默,"卡,洛,斯,·,沙,尔,丹,哈","安妮·海瑟薇,杰西·艾森伯格,布鲁诺·马尔斯,杰米·福克斯,克里斯汀·肯诺恩斯,安迪·加西亚,莱斯利·曼恩,罗德里戈·桑托罗,阿曼德拉·斯坦伯格 ,杰克·T·奥斯汀,约翰·雷吉扎莫,杰梅奈·克莱门特,乔治·洛佩兹,丽塔·莫雷诺,皮尔斯·加格农,威廉姆·亚当斯,娜塔丽·莫瑞丝,埃里克·埃德尔斯坦,卡洛斯·沙尔丹哈",, 美国, tt2357291,7.7,123170.0
"1418640",听到涛声 海がきこえる,"1993","剧情,爱情,动画",冰室冴子,"望,月,智,充","飞田展男,坂本洋子,关俊彦,荒木香惠,绿川光,天野由梨,渡部猛,德丸完,有本钦隆,金丸淳一,佐藤蓝,铃木玲子,关智一,樱井敏治,山崎巧,三谷幸子,丸田麻里,真山亚子,久川绫,岛本须美",, 日本, tt0108432,8.2,73868.0
"1304603",小飞象 Dumbo,"1941","动画,歌舞,奇幻",狄克·休默,"宾,·,沙,普,斯,坦","詹姆斯·巴斯凯特,赫尔曼·宾 ,比利·布莱彻,爱德华·布罗菲,Jim Carmichael",, 美国, tt0033563,8.3,24875.0
"1292001",海上钢琴师 La leggenda del pianista sull'oceano,"1998","剧情,音乐",亚利桑德罗·巴里克,"朱,塞,佩,·,托,纳,多,雷","蒂姆·罗斯,普路特·泰勒·文斯,比尔·努恩,克兰伦斯·威廉姆斯三世,梅兰尼·蒂埃里,皮特·沃恩,尼尔·奥布赖恩,阿尔贝托·巴斯克斯,加布里埃莱·拉维亚,科里·巴克,西德尼·科尔,Luigi De Luca,尼古拉·迪·平托,费米·依鲁福祖,伊斯顿·盖奇,凯文·麦克纳利,布莱恩·普林格,沙拉·鲁宾,希思科特·威廉姆斯,阿妮妲·扎格利亚,安吉洛·迪洛雷塔",, 意大利, tt0120731,9.3,1509300.0
"1297995",美女与野兽 Beauty and the Beast,"1991","喜剧,爱情,动画,歌舞,奇幻",琳达·伍尔芙顿,"加,里,·,特,洛,斯,达,勒","佩吉·奥哈拉,罗比·本森,理查德·怀特,杰里·奥尔巴赫,戴维·奥格登·施蒂尔斯,安吉拉·兰斯伯瑞,布莱德利·皮尔斯,雷克斯·埃弗哈特,杰西·科尔蒂,哈尔·史密斯,乔·安妮·沃利,玛丽·凯·伯格曼,布瑞恩·卡明斯,阿尔文·爱泼斯坦,托尼·杰,亚历克·墨菲,金米·罗伯特森,凯斯·索西,弗兰克·维尔克",, 美国, tt0101414,8.5,163281.0
"2303163",超级大坏蛋 Megamind,"2010","喜剧,动作,动画",艾伦·J·斯库尔克拉夫特,"汤,姆,·,麦,格,拉,思","威尔·法瑞尔,乔纳·希尔,布拉德·皮特,蒂娜·菲,大卫·克罗斯,贾斯汀·塞洛克斯,本·斯蒂勒,杰西卡·舒尔特,汤姆·麦格拉思,艾米莉·诺德万",, 美国, tt1001526,7.8,120642.0
"1291879",罗生门 羅生門,"1950","剧情,悬疑,犯罪",黑泽明,"黑,泽,明","三船敏郎,京町子,森雅之,志村乔,千秋实,上田吉二郎,本间文子,加东大介",, 日本, tt0042876,8.8,277397.0
"20020577",推拿,"2014",剧情,马英力,"娄,烨","郭晓东,秦昊,张磊,梅婷,黄轩,黄璐,黄军军,姜丹,穆怀鹏",, 中国大陆 / 法国, tt3469964,8.0,181769.0
